sight,title,content
綠島鄉,“綠島行”,"
名宿.越蓋越多.吃ㄉ也很方便.可使心情放鬆.現在也有新開免稅店可是要坐船前2小時去買才可以ㄛ.去一定要去浮潛.吃海藻冰
"
綠島鄉,“台湾的關島”,"
綠島是我去過關島和夏威夷後—直想去的地方。去之前很多人都说綠島應該和小琉球差不多且又要坐船会暈，但如果關島和夏威夷同屬美國領土卻能给观光客不同的感受，綠島應該也有不同的風貌。 綠島是離島，想當然各方面一定不如台灣本島。於是除隨身必需品外，還带些零食及—些麵包，雖然事先知道島上有7-11和全家，也只有住—晚而已，可是餓著肚子甚麼事也不能做。到綠島碼頭時的確没有什麽大驚奇，但随民宿主人到住宿處也是預期中的簡樸，直到騎上摩托車環島時—路上由内心發出的驚嘆聲連連。吃的方面也没有想像中的不足，豪華餐廰没有，但絕對可以吃飽。綠島的BBQ很盛行，也很便宜，這點和關島人吃的習慣很像。唯—的不便是水果，但後來在地人指引到一家雜貨店才買到。隔天上船前還有幾小時，又騎上摩托車朝反方向再環島一次，本來预計半小時回民宿冲個澡再到碼頭搭船，結果又是一連串的赞嘆聲，也花近2小時，回到民宿離開船只剩30分鐘，歸還車子，拿了行李，民宿主人只花5分鐘就載我到碼頭，結束二天一夜驚奇不断的綠島行。由於意猶未竟，所以6冃中和明友又到綠島玩了—次，第三次的綠島行則在計劃中。
"
綠島鄉,“綠島”,"
台灣外海的小島"":綠島""，島雖然小，但風景可是非常非常漂亮，先說下海，浮潛看到的海底世界及魚群可是媲美世界級的，環島公路可以看到島上各方位風景，島上還有一個世界少有海底溫泉，晚上又有野生探索""梅花鹿""，太棒了，值得推推推
"
綠島鄉,“店家急於賺錢 天然環境易被人為破壞”,"
基於眾人對於綠島風景優美的評價因此我毫不猶豫的買了船票和訂房先談「搭船」一開出去不用十分鐘便有人開吐接連看到大家一一往廁所走再來談到「租車」通常這邊租的車都不會太好（跟台東比）油表被剪掉，根本不知道車子有沒有油或者騎多少該不該繼續加看民宿或車行怎麼告訴你加油加多少錢完全看他們的心情，覺得做生意很不誠實能坑則坑能貴則貴（可能這邊大多賺觀光客的錢）依據常客建議：大概先加50元逛一圈綽綽有餘（又聽民宿說加70逛兩圈）接著是「景點」風景在至高處的確令人心曠神怡但是旅遊多了的人，會覺得還好這邊不但古蹟還沒維護好由於過多粉塵，風大使眼睛容易進沙乾澀（請攜帶墨鏡，擦好防曬）可以知道的是，繞一圈景點不需要一小時有天然的優勢但是人為過多的破壞導致×朝日溫泉×讓我失望×人口沒有管制 店家急於賺錢×這種感覺容易破壞旅遊的興致「活動」方面，可以釣小管，浮潛，潛水……這些都是島型國家會有的活動，所以心得是不太一定要選這邊會來這邊的人，大多也會只做這些活動因此愛好美食或是文化之旅的人這邊不太推薦「美食」部分，真的沒東西可以滿足愛好美食的玩家，東西又貴，會讓心情大受影響，當下會認為24hr的便利商店是你的好夥伴建議：敢吃羊肉的朋友，可以試試鹿肉這邊常吃的是BBQ，可能不知道晚上到底吃啥好（是有鹽酥雞，熱炒等等正常食物沒錯）如果釣小管後要請人幫料理可能要先詢問價錢雖然我們那次出船的戰績不太好但是食物處理後份量還是很多多到吃兩餐？讓我覺得很坑的是：店家說料理200元/盤，但是會幾盤不知道結果，煮了一餐六盤吃飽後，還有下一餐，說隔天中午再料理剩下未煮的這表示：大家（約六個人）要share兩次的料理費用，不含飲料（murmur: 咦，魚不是我釣的嗎！食材是我提供，為什麼要這麼貴的料理費用，還分兩次坑，不解）最後貢獻：與其他旅客吃飯聊天的過程中發現連民宿喊的價格也差太多（就算包的行程都一樣）價差可以遠差一千以上，希望各位玩家來不要當冤大頭啊！以上經驗分享，僅供參考^^~
"
綠島鄉,“與期待有落差”,"
與金門澎湖比起來，綠島算物資相對匱乏的景點，因此在吃與住的方面，只能算尚可，因此在出發前要有心理準備，此外綠島旅遊若遇上天候不佳，很容易敗興而歸。綠島的景色很美，但為了因應觀光客，綠島開發中的土地越來越多，常可見綠色的山丘下是一片空地，算是美中不足的地方。我們這次主要目的地是朝日溫泉，因為是海水，泡完後會有輕微的濕黏感，算特色溫泉但泡起來感覺尚可。若是喜歡浮淺／戶外活動／夜遊，綠島是不錯的景點若是喜歡嚐美食／購物／文化觀光，綠島就不太適合了。
"
綠島鄉,“悠遊綠島”,"
來到了綠島，除了美景外，還可以浮潛，住在美麗的民宿裡，一個小小的島卻像是台灣的縮影，這裡什麼都有，很方便，希望綠島越來越進步。
"
綠島鄉,“年年進步”,"
幾年前旅遊過一次，當時還較純樸現在雖然有點開發過度但是加入了人權文化園區還有用新的導覽員讓我重新感受歷史的震撼以及小街道上的藝術性小店真的很棒毆!
"
綠島鄉,“麻雀雖小五臟俱全”,"
騎摩托車快速瀏覽只需不到一小時的時間，但是在這小島上卻有美麗景色以及淳樸的地方民情。建議租一台機車，放慢速度，好好的把自己放逐到這島上，過個慢活的生活
"
綠島鄉,“可以很放空的地方”,"
天然的景色,大自然的作品,島上的民俗風情,白天的海風,海底下的生態,晚上的海浪聲,無光害可以看到銀河的沙灘上...這一切都可以讓人很輕鬆不用思考~放空看看這美麗的景色
"
綠島鄉,“綠島潛水之旅”,"
非常美的地方~水清~海藍~天氣一級熱~但是路況不是很好~pizza超好吃，只能說這是一個淺水的天堂。沒有淺灘.沙灘。民宿的老闆娘很親切，晚上也有夜釣小管的活動。
"
綠島鄉,“綠島不錯玩”,"
騎上機車環島一週，好多景點喔！有燈塔，有哈吧狗島，美人島，有國際聞名的朝日溫泉，有保育類的昆蟲，有美味海鮮，以牢房為主題的冰店。夜遊解說非常詳細，浮潛更是好玩（近距離觀賞海底世界）
"
綠島鄉,“生態之旅”,"
彈丸之島卻有著廣袤的綠原梅花鹿群的群起坐落在其中的監獄正當騎著機車呼嘯而過時猶可發現椰子蟹正在路道旁奔馳一整日來點海草冰解解夏日的海天
"
綠島鄉,“一天造訪，一生難忘”,"
騎機車就能一天造訪時速記得要調整為漫遊速驚喜處處在，看到梅花鹿蹤影是令人感動之事民宿接待情，特色美食無處比
"
綠島鄉,“美麗綠島”,"
早晨的綠島、烈陽下的綠島、黃昏的綠島、晴天的綠島、下雨的綠島......當您仔細觀看感受，綠島的美在不同的角度、在不同的天候，皆會呈現您意想不到的、令人驚豔的美~~~~~
"
綠島鄉,“美中不足”,"
綠島廣闊的大海以及夜晚毫無光害的天空，是讓人絕對無法忘記的美景。但美中不足的地方是，由於太過度的發展觀光，以至於到處都擠滿了觀光的人潮。不管身在何處，時間多晚，摩托車幾乎會不停的從你眼前經過。尤其是著名的朝日溫泉，所有的溫泉池都是完全的客滿，雖然客人的流動率很高，但仍然很難讓人專心享受溫泉。儘管如此，綠島還是一個很適合度假的好地方，如果不介意大量的觀光人潮，仍然推薦前往
"
綠島鄉,“也是開發與保育衝突的美麗島嶼”,"
若您喜歡戶外天然景致,綠島是個充滿魅力的地方,騎著車子,每一個轉彎都充滿驚奇,海水與氣候雕塑著美麗的小島的陸地,海洋裡的生態也是生意盎然種類繁多,更特別的是海邊的溫泉,只是更新後,尚未嘗試過,不曉得泉水是否還是跟原來一樣?!!私心希望,綠島跟蘭嶼一樣不要有太多的開發,讓海風吹著旅人放鬆的心...~
"
綠島鄉,“體驗一下特別的小島風情!”,"
非常令人放鬆的地方，簡單、悠哉。騎機車吹海風就很享受，壯觀的海景、山景映入眼簾，大自然離你好近。燈塔很漂亮，浮潛看到的魚更美麗，綠島大哥就在你身邊。鹿肉料理夠你吃，紀念品名產小店夠你逛。另推薦敲敲門民宿，老闆們非常友善、房間走童話夢幻風格、早餐很豐盛、有吧檯可以喝小酒聊天，並且能提供你綠島的許多資訊，從各種玩樂行程規畫到綠島文化、生態圈的深入了解，很棒!
"
綠島鄉,“維妙維肖的忠狗與睡美人”,"
睡美人岩與哈巴狗岩位於綠島的東方，是綠島最著名的景點，從海參坪遠眺，可以見到睡美人靜靜地躺臥在海面上，白色的沙灘是她秀麗的長髮，而垂著長耳朵的哈巴狗靜臥在不遠處。在天氣晴朗時，湛藍的天空、碧藍的海，白軟的雲朵，色彩鮮明如畫，加上大自然鬼斧神工雕鑿出的岩像，這樣的鋪陳充滿了童話與魔幻感；而在雨霧飄渺時，朦朧的雨霧彷彿為他們籠上一層輕紗，他們睡得更香、更甜。睡美人岩與哈巴狗岩在碧藍的綠島形象上增添了些許淺淺粉紅的氛圍。
"
綠島鄉,“無拘無束優遊自在”,"
在綠島騎機車環島真的是非常愉快的經驗，浮潛的景色美極了，堪稱全台之冠，又可以順便去台東，從台東搭船前往只要40分鐘，船行平穩舒適，全船旅客沒有看到有暈船的！
"
綠島鄉,“休閑的車遊和刺激的潜水”,"
騎上摩托,這個漂亮小巧的島用上幾個小時就能看完。有三個主要的潜水區:Chaikou, Shilang, 和Dabaisha。我們最喜歡Dabaisha。所有的“沙灘”之前都有珊瑚後來下沉到海里。所以不適合在海浪里玩。但是潜水真是太棒了。我建議你自己帶面具,呼吸管和暗礁鞋。看遊客們潜水的潜水觀光才有趣呢。每個人都有一套潜水衣,救生衣和救生圈。他們會坐在一個地方餵魚。這多不划算! 如果你自己帶裝備可以節約不少錢,可以玩更多的地方。騎摩托車是小島觀光的最佳選擇。島上幾乎沒車,所以沒有高雄或台北那麼恐怖。我們住在村,餐館商店都很近。如果你能講中文,你可以打電話給酒店,讓他們安排服務套餐,包括渡輪票,房費,租摩托費用,還有溫泉票。那裡沒有什麼高檔的酒店。島上的小長城(路上就可以看見),照日溫泉和Sika鹿生態公園都是值得参觀的地方。橫跨小島的路難以置信地爛,提及它的不多。如果你想鍛煉身體可以去,如果你只想欣賞風景,那還是不用去。總之,是一個待上兩三天的好去處。
"
綠島鄉,"“遠離台灣海岸的小島,很棒”","
我覺得最棒的就是騎自行車環島旅行,水肺潜水還有逛Nanliao街上的那些小店。小島上很多人都摩托車,所以或許騎自行車環島遊不是最好的選擇,但是我確實這樣做了,騎了三個小時,非常激動人心,我一路上停下來了幾次,欣賞了欣賞令人驚嘆的美景,拍了些照片。你要是來綠島,水肺潜水是不容錯過的哦,對於我這樣的潜水新手以及大多數來島上的人來說,都覺得水下的景色真是美得令人出乎意料啊。不要擔心晚上沒地方去,港口旁邊有些很不錯的小商店,其中最令我難忘的就是明信片店。拿出一两天的時間,到島上放鬆一下真的很不錯哦!
"
綠島鄉,“綠島”,"
綠島是台東縣邊上的一個小島,現在作為觀光勝地很有人氣,以前還是專門用來關押犯人的監獄呢,一般人去不了的。我去旅遊的時候,以前關押政治犯的監獄正在進行展示,看看裏面的狀況和展品就知道這個國家的歷史有多沉重了。小島一圈只有20公里,租一輛自行車是最好的了。雖然那裡也有出租車,但很少見。自從日台相互駕駛執照制度實行以後,日本的駕照在台灣也能用了,就能去租車了,不過他們都沒問我要駕照就接了輛125cc的車給我。而且很少有人騎摩托的時候戴頭盔。不過這裡能看到很多鄉間的風景。島上有朝日海底溫泉、睡美人岩、觀音洞、監獄遺址等等。溫泉的水溫會因為當天海水溫度的不同而不同,我去的時候感覺水有點涼。而且要穿泳衣,就是一般的海水浴吧。去綠島要從台東坐船或飛機去,船慌得很厲害,我都暈船了。
"
綠島鄉,“綠島——充滿鄉村氣息的景區”,"
綠島很美。我是因為看了旅遊書的推薦后決定來的。但是,我不得不說離開綠島時,我大失所望。從飛到那兒的那家飛機說起吧,飛機非常小,有點兒讓人擔心它的安全性能。接着,我花了一大筆錢住了一家又小又臟、問題多多的酒店。我住的客房裡就一張床、一個梳妝台和一個電視機(沒有有線電視,也沒有英語頻道)。綠島是一個保護地非常好的自然環境聖地。整座島嶼被珊瑚礁所環繞。這讓在那兒潜水變得非常有意思。但是除了潜水和有氧潜水外,你不能下水。所以,呆在這個炙熱的島上,但是你卻不能到海里游游泳。最後說下,廣告里宣傳的海水溫泉髒得很,每次我們去泡,不是這個池子關着就是那個池子關着。水療也沒廣告里吹得那麼好。這讓我感到很失望。我的孩子也一直覺得很沒勁。
"
台東森林公園,“騎腳踏車是最好的遊園方式”,"
公園入口走進去就有方便租腳踏車的地方,各種車型都有,包括小孩子的腳踏車,騎到琵琶湖,海洋劇場,活水湖都不會太遠,風景優美！
"
台東森林公園,“很大的公園~~”,"
這個公園還不錯，感覺真的有在森林的感覺~很大，我們有租腳踏車，在裡面騎騎走走，亂拍照也花了兩個小時吧~公園靠海邊，海邊有個地標，很大的相框
"
台東森林公園,“人少時也有靜謐之美”,"
這一趟「台東-花蓮197-193單車三日行」沿山海自行車道至台東海濱公園，因碰巧路過寫著「台東森林公園」的大石頭，考量下午還有全然陌生的197線道行程，便將不及仔細欣賞的台東海濱公園景色，留待下回有緣再續，將單車迴轉改走銜接森林公園的小吊橋，再訪至今每到台東必至的森林公園。去年因不小心提早一小時至台東之美半鐵賽會場，因此有機會騎單車繞行了森林公園，之後回家上網查詢得知森林公園原是海岸防風林，後經規劃整建才有今日風貌。去年因時間限制只能走到琵琶湖畔，未及騎過拱橋，這一趟由台東海濱公園方向騎進來，推測應即能銜接至琵琶湖畔拱橋，果然不出所料，算是圓了行程。去年可能因先看到森林公園三湖之一、水量豐沛的鷺鷥湖後，才到琵琶湖，因此對琵琶湖有對比之下「像是較大的生態池」的感覺，今年由另一頭切入，觀察的角度有別，發現琵琶湖別具婉約之美，去年生態池的比喻似乎失當，每個湖顯然也各有自己的風格，雖然琵琶湖水量依舊不算豐沛，但那可能原就不是她的風格。可能正是婉約的氛圍吸引，三兩遊客在突出湖畔的涼亭與湖對望而坐，讓森林公園添上幾抹悠閒的色彩。駐足片刻，領略風采後，續由小徑騎往活水湖，想起三年前在宜蘭梅花湖半鐵賽前一天試游時，因一位朋友告知「台東活水湖清澈見底」觸發想來一探究竟，才和N年沒來過的台東建立起這幾年的緣份，讓大腦的Image多了些鮮活，並增添幾分靈魂的底蘊。第一次不是因半鐵賽而來，加上日正當中，豔陽高照，因此也第一次看到沒有人潮的活水湖。雖然活水湖是個人工湖，但在森林公園三湖中，卻給出另一種可以直接徜徉其中的親切。由湖畔階梯轉接中華大橋待過橋左轉197線道時，因前途未卜，有時間的壓力，忘了再回眸一觀森林公園，但人少時也有靜謐之美的Image，已長留不去。
"
台東森林公園,“環境優美”,"
整個公園在盡量保留原始環境下規畫動線，騎腳踏車在公園內遊覽風光，有可以連接到海濱公園，讓人有慢活的樂趣。
"
台東森林公園,“美麗的托斯卡尼小鎮”,"
在冬日來到迷人的托斯卡尼小鎮，參加三小時的導遊行程，透過導遊的解說，對於西恩那的歷史有更深入的了解。步入博物館，來到最高點，小鎮風光一覽無遺，景色令人屏息。一年兩次的賽馬大會，雖未親臨現場，但從導遊的詳述中，很能體會小鎮鎮民對於身為西恩那人的驕傲與歸屬感。希望有朝一日能再度重訪。
"
台東森林公園,“騎乘單車漫遊在森林中，太棒了！”,"
門口可租車只要NT$100，按次計算任你騎一整天。不妨以森林公園為起點，沿著環市自行車道暢遊臺東市。森林公園很大、景色優美，可在美麗的琵琶湖畔歇息。
"
台東森林公園,“景色怡人 湖景優美”,"
景色怡人，腹地很大，若時間多可安排一趟森林浴， 若時間不長建議租借腳踏車可騎單車遊三個主要湖景，台東值得一遊景點喔!!琵琶湖,活水湖我特別喜歡喔
"
台東森林公園,“很適合騎單車”,"
乾淨 風景好 又有兒童遊戲區 因為我們住在附近的民宿 所以可以免費使用民宿的腳踏車 直接騎到海濱公園 再連到森林公園
"
台東森林公園,“休閒的去處”,"
在台灣幾乎沒有一座公園如此的接近城市。 為廣地的植被與綠地覆蓋，在此騎腳踏車、看風景都令人心曠神怡。 景色有許多變化，可以看海，看河，看湖，看農田，及遠眺都藍山。
"
台東森林公園,“風景美 一年四季皆可去”,"
冬天是台東旅遊淡季，這次去不論山上海邊都很冷風很大，唯獨森林公園因周遭有樹環繞擋掉不少冷風，風景有森林又有海。騎著腳踏車慢慢逛可以花掉半天，幾乎是平路很好騎，適合各年齡層。腳踏車可以到森林公園入口馬路對面租車行，一台100元比較便宜
"
台東森林公園,“要懂得騎單車”,"
是個大公園，香港朋友去，要懂得騎單車才好，路又大，結伴朋友都要懂喔，沒有載人的車啊。用腳走的話，只能去好少地方，琵琶湖是個景點。
"
台東森林公園,“到台東必逛景點”,"
到達森林公園在門口租了一輛單人腳踏車,一輛100元就可悠閒的吸收芬多精跟看看廣大的綠地真是很舒服樂活
"
台東森林公園,“可以待一下午的安靜恬然好地方”,"
台東森林公園非常的大，還有活水湖、琵琶湖等大型湖泊，在入口處租一輛腳踏車，就可以和情人或朋友們，在裡面慢慢地騎腳踏車，逛一整個下午，非常舒服的好地方
"
台東森林公園,“聽見森林的呼喚”,"
台東森林位於台東市區中山路底,為林務局負責管理的防風林綠地, 森林園區分為:琵琶湖與鷺鷥湖兩條路線,在森林公園中可盡情騎乘腳踏車漫遊 ,沿途花木扶疏甚是愜意, 公園中種植為數不少的木麻黃,林相甚為蒼鬱故有媲美德國黑森林的美名.
"
台東森林公園,“適合散步放鬆的好地方”,"
台東森林公園整體感覺讓人很放鬆, 步道很多, 都很好走, 適合散步. 公園內除了森林還有湖, 湖邊的感覺特別好, 空氣特別清新. 時間夠的話, 可在湖邊喝茶, 喝咖啡, 放空. 享受森林與湖水完美結合的幽靜.
"
台東森林公園,“好水”,"
台東人散心、家庭聚會的好去處,好山好水好風景,即使是一人獨自漫步,也是相當好的選擇!有時會舉辦體育賽事,可以成為台灣體育競賽場地的第一選擇!
"
台東森林公園,“享受晨光、藍天、綠地、清湖......森林浴”,"
由於前一天三鐵半程賽報到時忘了拿秩序冊，以至於想起來還沒搞清楚隔日開賽時間，再到福康飯店時工作人員已撤攤，經櫃台小姐幫忙聯絡到裁判，得到「07：00前放車，08：00開賽」的答覆。隔日依此Schedule作業，吃完早餐上路時，發現一路上沒有如去年般看到其他賽友，一陣緊張，心想應是時間有點偏晚，於是加快自行車速，於06：40趕赴活水湖旁。不料一看傻眼，車架上空空如也，一台車也沒，轉赴服務台詢問，確認原來應是「07：50前放車，08：30開賽」，難怪路上沒人，於是多了一小時的時間，正好可以先來一趟台東森林公園的單車森林浴。由於森林公園頗大，先恣意悠遊，不經意來到去年5K路跑曾經過的湖泊，由導覽地圖得知為「鷺鷥湖」，往左一看，果然三、五鷺鷥正成群飛起，右邊則有女子正晨起靜坐湖畔。經過涵洞，再到另一側的「琵琶湖」，發現延伸的湖心平台成為知名取景點，湖水則不若「鷺鷥湖」般豐沛，較像生態池，各擅勝場。經指標往活水湖畔騎，藍天與偌大湖水掩映，微涼的風、溫暖的陽，已見賽友紛紛進場，能在賽前先來一趟森林公園悠閒騎，真是人生一大享受。今年3K路跑賽道變更，最後一段正好就是早上先活水湖再琵琶湖的反向路線，感覺上較去年好很多，由於早上湊巧事先熟悉了路線，跑起來多一分自在，讓今年可以更輕鬆卻也同時提昇了成績。賽後到湖畔草地席地而坐，優景美地搭配活力賽會，豔陽下，湖中有人意猶未盡，正享受無競賽壓力的悠游，對比香港正面臨「佔中」對峙「清場」的關鍵時刻，突然感到朝代週轉，唯生命活力傳承歷久彌新，有空還是得多運動，有生之年，或許也免不了要被時代潮流捲進，屆時若需為下一代也能這般「自由地在優景美地恣意悠遊」而戰，也才有足夠的意志和體力。
"
台東森林公園,“美麗的琵琶湖”,"
再次騎著單車拜訪朝朝暮暮思念的森林公園心情愉快極了頂著炙熱的陽光進入到翠綠的林木間陣陣涼意 上身聽著鳥鳴　暢遊琵琶湖畔再多工作的疲倦　勞累也會因為到此一遊而得到解脫
"
台東森林公園,“寬廣的綠地，霞光沖天的日落時分”,"
騎著單車在森林公園中感受優閒的下午時光，視乎每個人的腳步都慢了下來，就連跑步的身影也顯得悠閒!!單車道跟活水湖、琵琶湖間規劃的很不錯，距離市區如此接近，跨過一條馬路、一段圍牆有如此接近自然的環境真是非常幸福!當天日落時，沖天的晚霞為森林公園點綴超溫暖的色溫!
"
台東森林公園,“在太陽不大的時候適合騎單車或散步”,"
不要想太多, 會有更多的驚喜...廁所和垃圾桶不夠密集; 只有樹木, 沒有樹蔭; 每個湖都要走去看看
"
台東森林公園,“美麗靜溢的琵琶湖”,"
倘佯在蔥翠的林木與碧水之間, 整個心情被融化了,享受靜默與安詳如果不想花一兩個小時腳踏車, 依照google導航至琵琶湖. 可從台11旁的小路開車或騎機車進去, 會經過一個土地公廟, 再往前停好車, 走路進去十來分鐘
"
台東森林公園,“適合全家一起旅遊的好地方”,"
佔地很廣，適合一邊吹著微風一邊騎單車，景色也很美，尤其是琵琶湖，它是一活水湖，很多人來著就是為了與它拍照留下美麗的回憶，再來順著出口出去，可到海濱公園，有機會一定要來一次哦。
"
台東森林公園,“最美的湖最棒的日出”,"
這裡交通方便離台東市中心只要十分鐘的腳踏車距離，早晨欣賞完日出後，還可以到活水湖畔騎單車或慢跑步行，怕太陽的也可以走走黑森林的環湖步道～　人生最棒的風景呀
"
台東森林公園,“印象 琵琶湖與海濱公園”,"
台東森林公園佔地大,離台東市區很近!是早晨或近傍晚騎單車的好地方。樹林間的空氣好透徹!印象最深刻就是琵琶湖與海濱公園了!琵琶湖真心美麗,綠意盎然倒映在湖水上，很放鬆很愜意。而臨海的海濱公園,涼爽海風,可以眺望整個太平洋。很喜歡台東森林公園,比原先想像來的更驚艷意外,原來這裡是一個那麼棒的公園!來台東必去景點之一。
"
台東森林公園,“幽靜處所”,"
騎著腳踏車進入台東森林公園~你會發現!""心""沉靜下來了!!好漂亮的湖泊、好美麗的景色、好舒服的環境!!
"
台東森林公園,“單車漫遊好所在”,"
每回到台東市區拜訪,一定會選擇這裡,因為一旁有台東海濱公園為伴,是容易親近海洋的地方.森林公園樹木茂盛,亦有寬廣的綠色草皮,加上單車租賃就在一旁,不想炎炎夏日拜訪公園,最適合的方式就是單車漫遊.美麗的琵琶湖還有廣大的活水湖都是眺望綠意的好地方,在都市待久了,很喜歡這樣可以悠遊的森林,除了能認識植物,幸運的話還能觀鳥,一舉兩得.
"
台東森林公園,“藍天白雲”,"
在台灣，甚麼是藍天白雲，我在那裏看到，飛機低空飛過，好興奮，空氣中沒太多污染，陽光雖很大，但是很健康，有如世外桃源
"
台東森林公園,“夏日炎炎”,"
夏天不適合,蚊蟲超多,超熱~,建議一大早太陽沒完全出來比較恰當;且騎自行車的路線規劃不好,很多人橫衝直撞
"
台東森林公園,“出來散散心”,"
公園十分廣大.樹多到有森林的感覺,內有琵琶湖,水很清澈.很漂亮!公園很幽靜!是個適合來散心的地方.但是小黑蚊有點多~森林公園離海濱公園很近,走路就到的了
"
台東森林公園,“騎車，散步好去處”,"
有樹蔭，有湖水，風景不錯，可以享受寧靜，享受蟲鳴鳥叫聲，很舒服的地方，騎車標誌也很清楚，步道平整，夏天的好去處～
"
台東森林公園,“琵琶湖”,"
閒來台東，我們先逛逛公園吧。我們把車停在海濱公園，再穿過一條綠水橋，我們就慢慢地散步至森林公園的內部。這一個森林公園，地方非常大，是騎車的熱點，所以大家有公園漫步時，要小心前前後後左左右右，因為經常性會在突然之間，不知在那一個方向殺出一步單車在你附近。這公園內，最出名的景點就是琵琶湖，我們從木板路走到石路，在琵琶湖的中央過橋，小湖末端有一個小小的渡頭，往盡望出去便是大海，是好多情侶拍照之地，我們一家人，當然也輪著在這一個地標留影。邊漫步，邊聊天，不知不覺，我們三位年青人已被老人同小孩拋離.....小朋友後來說了一句，""呢個公園冇野玩"" 他說這話的原因就是因為這公園沒有兒童遊樂場....
"
台東森林公園,“很棒的生態公園”,"
喜歡在這裡跑步哦，往左、往右 跑一圈，這裡的公園好大哦，應該真的是叫森林吧。您也可以選擇騎自行車哦，只是自行車有點貴就是了。還是跑步最實在啦
"
台東森林公園,“琵琶湖 風景優美的自行車路線”,"
到公園門口，租了自行車，往琵琶湖前進，在冬天的陽光下，令人有神清氣爽的感覺。湖水清澈，伴著湖邊樹木的倒影，彷彿到了世外桃源。
"
台東森林公園,“很享受騎車樂”,"
能夠很自在很安全的騎單車又有森林式芬多精步道整個園區還有人打槌球 散步遊客也很多是一個適合全家旅遊的好地方
"
