sight,title,content
台東森林公園,“悠遊自在”,"
這是一個很適合騎腳踏車逛逛、繞繞的地方，當然也可走路逛，但會超累的就是，所以最建議租腳踏車繞繞（約一百，要看車款），最愛琵琶湖^_^
"
台東森林公園,“名不虛傳清澈見底的活水湖”,"
由於台灣鐵人三項的開放水域幾乎都有水中能見度不及一公尺的缺點，久聞「活水湖清澈見底」，是這次去台東參加鐵人賽最大的誘因。當日探勘場地抵達森林公園活水湖時，正近黃昏，雖無夕陽，但天空仍舊湛藍，白雲也有多種風采，加上涼風輕徐，真所謂心曠神怡，對森林公園留下一個超好的第一印象。從旅遊地圖上看，森林公園很大，這次時間有限，沒能多作瀏覽，就隔日『暢游活水湖，果然即使在數百人的翻滾下，湖水依舊清澈見底。及路跑時一段經過森林公園的2.4公里路程，觸眼「藍天、烈陽、樹蔭、小湖......」，加上樹蔭忽而在左，忽而在右，眾跑者為了躲一下威猛無比的太陽公公，也忽左忽右地跑著追逐樹蔭，與自然交織出一幅活力、汗水、趣味…… 』的畫面，很感謝台東森林公園讓此行留下一個充滿生機的回憶。
"
台東森林公園,“台灣台東森林公園”,"
原本以為只是普通的公園，去了之後發現那應該可以算是自然生態保護區吧！還蠻大的，沒有腳踏車會走很久，很漂亮，我去的時候剛好人很少，天氣又很好，真的會以為自己來到仙境。而且也有規劃自行車步道，經過森林公園和濱海公園（看的到太平洋），在繞過市區（台東火車站附近），步調很慢，若想放鬆心情，很值得去！
"
台東森林公園,“空氣清新的好地方”,"
位於台東市內。可騎自行車前往，其中的琵琶湖更是徹美麗。可坐在湖邊涼亭內享受美景及徐徐微風。濱海公園的造型涼亭也相當美麗呦。
"
台東森林公園,“超美的！”,"
沒想到台灣也有這麼漂亮的地方！真是太美了！不只有琵琶湖、活水湖，海濱公園也很讚！隨意漫步或騎腳踏車都很棒！待一整天也不會膩喔！
"
台東森林公園,“森林景緻和海景兼備的美麗公園”,"
好幾年前來過琵琶湖，那時候就感覺很幽靜，今年再度造訪，整理過後又有另一番景緻，湖水碧綠清澈，租輛自行車穿梭在林間，一段距離後還可眺望大海，景色宜人，也十分適合親子共遊。
"
台東森林公園,“就是森林公園”,"
維護得很好，很自然的人為部會覺得很觀光的感覺琵琶湖裡也有另一座森林活水湖就像一個大型的游泳池有個大土丘可以鳥瞰台東市看見綠島在那租一台腳踏車慢慢在裡面繞一繞真的很棒
"
台東森林公園,“林蔭水清的天然公園”,"
非常難得在市區裡有這樣一個佔地廣大，有樹林有湖泊的好地方! 我們可以健行或騎腳踏車徜徉陽光清風中，繞行琵琶湖、活水湖、鷺鷥湖，頗有偷得浮生半日閒的輕快....
"
台東森林公園,“臺東市的後花園”,"
開闊的臺東森林公園距離臺東市僅幾分鐘車程，沿著馬亨亨大道即可到達，是一處令人流連忘返的公園，沒有過多的人工造景，觸目所及盡是讓人心情舒暢的自在氛圍。滿是綠意的臺東森林公園，非常適合騎著單車悠遊，享受一場與自然共舞的時光。
"
台東森林公園,“設備仍不夠完善。”,"
單車租的有點貴，因為公園大概一個小時就玩透了，租車卻要100~150/每次。而且公園內的行人步行區與單車共用，在炎熱的台東，是非常晒的，園區內也沒有可以買水喝的地方。但不得不說，琵琶湖真的很美，
"
台東森林公園,“台東森林公園─美麗的琵琶湖”,"
之前到台東總是以吃小吃玩台東，偶然一次去了台東森林公園，公園很大可以騎自行車，騎進公園會發現，有個非常漂亮的琵琶湖，推薦大家一定要去看看。
"
台東森林公園,“A great place for cycling and jogging.”,"
這是我第三次來到森林公園，每一次都有不同的樣貌。除了漫步其中外，租台腳踏車是也是可以好好看她的一種方式。三個在公園內的湖，各有千秋。腦袋放空，好好的享受有著海味的森林浴。
"
台東森林公園,“享受森林spa”,"
一定要到水流腳底按摩步道走走讓你的腳底暢快無比,是夏天最好的避暑勝地.其他還有水生池,有各種水生動植物生態豐富,還有觀林吊橋也值得一遊.
"
台東森林公園,“台東最美麗的琵琶湖在這裡”,"
台東森林公園是台東最美麗的公園，公園裡有三個湖，其中一個自然湧泉形成的湖，名曰琵琶湖。在琵琶湖，無論從哪個角度，眼前都是一幅畫，由湖水、綠意、白雲、藍天交織而成，我心中唯一可以形容的字，唯美。
"
台東森林公園,“不理想”,"
很適合情侶出遊或是帶著小朋友玩的地方 空間很大 特別是可以租單車 到處晃晃攜帶外食到公園裡面野餐 也是很棒的享受 但是要注意公園蚊蟲很多 也找不到垃圾桶 所以還有滿多亂地丟的垃圾
"
台東森林公園,"“空間很大,很舒服,可惜腳踏車租賃處不友善”","
空間很大,很舒服,鷺鷥湖很美,濛朧細雨中,更有一翻感受,腳踏車租賃處不友善,租到爛車,雖然很快更換,但事實以經發生,也影響旅遊性致
"
台東森林公園,"“像台灣本土人一樣,在雨林中徒步旅行,欣賞瀑布景觀”","
我和幾個朋友去遠足了,爬了很多很多台階,沿途有各種各樣的樹木和植物。我們一路上欣賞風景,玩得特別開心。
"
三仙台風景區,“三仙臨駕~海岬生風^^”,"
美麗珊瑚環四周~遙想當年三仙臨~八拱長虹引人趣~眾人皆嘆造物奇~何妨追尋仙蹤去~再探岬島綠森林~勿忘留影回憶曲^^
"
三仙台風景區,“礫石的海灘~”,"
風景確實不錯，如果沒有去過的話，可以去看看~進去停車的時候，是要收清潔費的。不過也沒有其他地方可以停車 XD
"
三仙台風景區,“海天一色的美景。”,"
這裏如果想要拍出好景色，光線很重要。因為陽光灑落至海上時，可以拍出深淺不一的藍。另外，可以到礫石灘聽海浪的聲音，很特別。
"
三仙台風景區,“有山有海，驚喜連連”,"
除了著名的八拱橋外，清澈見底的海水，還有林投樹環繞的木棧道，奇巖的海岸，再登上陡峭的石梯到小燈塔看海景，吹著徐徐海風，等看落日，渡過一整個下午也是樂趣無窮。
"
三仙台風景區,“三仙台的海岸風情 美炸了”,"
藍藍的海配上橘黃的夕陽，眼前的美景就算坐一下午也很值得! 走到沙灘的路上會先經過小樹叢圍繞的步道，走著走著會期待看到海景的那一刻。另外，石頭海灘的優點是可以放心的下海玩不會有清理沙子的困擾。天氣好的時候，海上會有不同的光澤很漂亮，不過太陽也相當大建議可以帶陽傘、帽子或塗抹高係數防曬乳。連結小島的拱橋有體力的話可以走走，因為橋上欣賞到的海岸風情很不一樣!
"
三仙台風景區,“觀山觀海都很棒”,"
雖然路途遙遠尤其對騎機車的旅客們，不過還是建議旅程時間許可的話一定要到這來看看，沿途花東縱谷公路的沿途風景也很漂亮，再走跨海橋過去島上，美不勝收；往三仙台的路途上也有其他小景點可走走停停觀賞，像是小野柳和富岡漁港，回程有水往上流台東奇觀可以欣賞喔!
"
三仙台風景區,“很美”,"
雖然是陰天去，但海水顏色卻美得出奇，想必晴天時更美~來回約兩小時，八個拱橋後的小島上有著從未見過的景致，一定要登島走走。
"
三仙台風景區,“天氣好的海景太美了!”,"
海又藍又翠綠，天氣好可以看到很遠的船隻，景色很美，只是風很大，不容易拍出頭髮整齊的照片，還是用眼睛看風景就好
"
三仙台風景區,“特殊8拱橋建造，連結小島”,"
看曙光，賞美景的好去處，需要點體力步行！本島這有小石海攤，有點像小型的七星潭，小島則有座小山，喜歡爬山踐行的可以試著爬上高處，又會有不一樣的美景進入眼簾。小島上有小動物會躲在路邊草叢，幸運的或許可以看到。
"
三仙台風景區,“風超大~~~”,"
風好大~~ 頭髮完全不再控制之中，整個風景區也好大，要全部走完可能要花一段時間，過橋後有座小島，島上有很多地方可探險，但我們因為去的時候寒流來，風太大、太冷而作罷，下次想再去一次!!!
"
三仙台風景區,"“雲層厚,沒看到壯觀的日出”","
2015年元月2號來此地觀日出,等到6點半還不見日出蹤影就走過橋到對面的小島,本來前幾天在台南跨年結果場地不好地面都是泥土導致相機很髒沒清然後這次在三仙台被一陣大浪噴得全身溼包括相機就狼狽的走回停車場真是倒楣.
"
三仙台風景區,“必逛景點”,"
雖然沿路吹著海風還是要來熱血參觀一下的景點,拍照的好地方,一望無際的海線,好看的拱型橋,一定要走到橋的另一端
"
三仙台風景區,“時間點~錯了....”,"
這天到了三仙台，是今年的冷氣團報到，所以也下著毛毛雨，一眼望去，風浪很大，一路都是低著頭在走，走到了橋上，也是一步一步慢慢走，超怕會~跌到，雖然下雨天真的是讓人拍不出好照片，但這麼漂亮的地方，大晴天去一定是一個會讓人瘋狂拍照吧!只能怪我們挑錯時間前往囉~
"
三仙台風景區,“八拱橋上看海，很棒”,"
我們去的那天，海浪很大，在橋上觀浪，真的很壯觀，但要小心海風太大，走路會不穩。和情人散步、欣賞美景很浪漫，切記衣著要小心，因為海風會讓人變瘋婆子。哈哈
"
三仙台風景區,“三仙台，被遺忘的八拱橋後的美景”,"
三仙台，非常有名，源源不絕的團課遊覽車，讓很多喜歡幽靜的遊客卻步．但其實只要你願意花時間，走過八拱橋，環繞三仙台一圈，爬上燈塔．你會發現辛苦是有代價的．人跡罕至，眺望海岸美景與大自然的鬼斧神工．即使是住在長濱鄉的我，也常到三仙台燈塔上多次仍不厭倦ㄡ這就是三仙台自然的魅力．
"
三仙台風景區,“豔陽擋不住熱情往前衝”,"
帶著一對大陸恩愛的老夫妻環島遊 當走進園區時以為今天的海面是風平浪靜 沒想到在橋的另一邊很明顯的有很大的差別 雪白的浪花不斷的衝擊著老夫妻的情緒 雖然是頂著近37c的豔陽溫度 平常很怕曬太陽的它們 依然往前衝 就為了捕捉最美的景色 當車導的我除了要陪伴他們幫忙找到最美的角度外 還要幫他們拍出最美的神韻才是他們最感動時刻三仙台
"
三仙台風景區,“花東海岸缐亮點”,"
遠眺三仙台拱橋海天一線，親自走上拱橋感受海風的吹拂，是二個不同風情的感動。雖然夏天的豔陽讓人想躲在冷氣房內，但是三仙台的美值得走一遭！
"
三仙台風景區,“超讚的三仙台”,"
超讚的美景，一定要親自來！！自然的風，開心的陽光，美麗的鵝卵石海灘，湛藍的海，走在跨海的拱橋上，一定要親自來才能領會這樣的美景！
"
三仙台風景區,“風景很漂亮”,"
1.欣賞大自然美景。2.歲月雕刻的痕跡。3.體驗大自然。4.天然的就是不一樣。5.融入台灣本土信仰的特色6.是一個值得再去的好地方。7.三仙台真是個有三則鳴，有水則靈。
"
三仙台風景區,“好棒的風景”,"
只有一座橋就登上一座小離島去冒險，雖太陽大，但也登上橋在還跟橋中間照照相看看海，風景好。還有原住名小朋友為自己籌學費，在表演舞蹈，這樣精神真棒
"
三仙台風景區,“小小的傳奇故事”,"
跨過八仙橋上去陸連島可人好好在島上度過一整天的時光,享受島上魯賓遜的奇遇體驗,島上有合歡洞需要有手電筒進入,別有一翻味道.上去陸連島要準備乾糧及礦泉水才不會餓肚子.
"
三仙台風景區,“美麗的海岸 髒亂的石頭灘 沒有規劃的環境”,"
路面的指標很清楚 讓人可以很容易到達海灘但是 收費的標準 讓人咋舌 比台北的還要貴 但是服務呢 停車場下車後 迎來的是阿美族的歌聲 管理區的立意良好 但是音量呢? 太多的吵雜聲 唱的是跟日月潭玄光寺 伊達紹碼頭 北回歸線紀念碑等等區域相同的歌曲 讓人質疑 他們自己的歌曲呢 ?商店街經過改建 有些較具規模的店家再販賣珊瑚 玉石等高價的紀念品 但是卻沒有當地原住民再做自己的手工藝飾品 讓人懷疑 東管處的做法是否圖利特定廠商呢 沿著指標往海邊行走 一路上的無障礙設施稍嫌過小 且沒有真正的銜接到海邊 只能到達涼亭位置 讓有新到海邊的行動不便人員有望而卻步的感覺 非常的愕腕海灘非常的髒亂 尤其是靠近進灘的礁石 煙蒂 紙袋 漂流木等等 只能搖頭的說 這就是我們期待的管理
"
三仙台風景區,“三仙台八拱橋繼續走..”,"
很多人以為三仙台只有鵝卵石礫灘(偶爾可以拾到白玉)然後遠遠的拍八拱橋在矗立在海上的美景(有的人會專門來拍日出)殊不知過了橋後尚可行約1HR的燈塔步道沒有特殊標誌得越過巨石或石縫偶得判斷漁人的小徑不過終點登山燈塔的小山坡回頭往下一看驚濤駭浪巨石岩壁真的美極了。
"
三仙台風景區,“我們可以一起坐著看海”,"
風景乾淨，石灘珍貴，更重要的是沒有太多遊人，因此有著祕密的悠閒。小島上的風景優美，四面是不同的風情，而八拱跨海橋的造型優雅。據悉這是二十年期父母度蜜月的地點，而二十年後在一個陽光和煦的午後，夕間在礫石灘上與現在的男朋友一起靜靜看海。此時此刻我們可以一起坐著。
"
三仙台風景區,“下雨的三仙台”,"
下雨的三仙台,入門時有售票的人,免下車,下雨的三仙台有點矇矓美,原本以為下兩上橋會濕滑,結果不會吔,但有小孩的朋友記得不要讓小孩攀爬護欄因為會很危險,過完橋後的木棧道不要走太邊,因為滑下去就會被刺刺的林投樹弄到,記得好的環境是要大家維護的,雖然我知道那有天然的麥飯石,但看看摸摸就好,請不要帶走它,因為美麗的東西就讓它留在那就好,不要輕易的去帶走它
"
三仙台風景區,“東海岸最棒、必去景點”,"
可以看到其他地方所無法看到的地質景觀及地貌，三仙台的海灘是由礫石所組成，海浪打來時的聲音不同於沙灘上的聲音，令人感覺大自然的聲韻事如此令人陶醉。
"
三仙台風景區,"“海水清澈,欣賞藍天白雲的好地方”","
早晨七點多的三仙台,陽光刺眼,看到太陽透著清澈海水,照出些微金黃波光,很舒服~~雙腳站在岸邊,海水一波波打到腳踝,好涼爽阿,消暑,非常值得一去再去
"
三仙台風景區,“全台灣最美的海岸之一”,"
在三仙台迎接晨光，絕對是來到東台灣必遊的行程，在太陽出現的那一刻，絕對會有一種說不出的感動。走上八拱橋，會看到許多海鳥在橋附近來回穿梭，踏上三仙台，可以看到海岸的礁石和島上的茂密叢林，還可以聽到悅耳的鳥叫聲。環島步道要走兩小時，不過可以看到美麗的景色，因此絕對要帶一台單眼相機去拍照。
"
三仙台風景區,“爬三仙台”,"
去年又有一次機會過去.一樣的日頭炎炎.台東的太陽部容易躲阿劑的好幾年前我有次爬上了三仙台的石頭上. 旁邊有攀岩纜繩.好奇心驅使下就往上爬上去了.上面風景絕美.
"
三仙台風景區,“東台灣最美的旅遊景點-三仙台風景區”,"
位於台東縣成功鎮東北方的三仙台，是由離岸小島和珊瑚礁海岸所構成。島上分布著各式各樣形狀及大小不一的石頭，其中有三塊巨大的岩石，據說是因為呂洞賓、李鐵拐、何仙姑曾登臨此島，故而得名。另外，因為旅遊旺季時人潮特別的多，也容易塞車，建議穿著較舒服、好走的鞋子，避免因車停的遠而下車走路時造成足部的不舒服。三仙台真的是很美的一個地方，去了之後就會想瘋狂的拍照 !^^
"
三仙台風景區,“清澈見底的海水”,"
台東成功 的海邊，只要 通過這座達320公尺 的三仙台橋墩，有沙灘,就可走上距離台灣最近的三仙台嶼 特殊的橋樑 全年都有強烈的海風，所以不只是冬天來訪時得多穿件衣服，就算是夏天來訪，也建議帶頂帽子及薄外套
"
三仙台風景區,“三仙台離岸島是由都巒山層火山集塊岩所構成”,"
周圍有隆起的珊瑚礁分佈。海岬的北側是一片礫石海灘，潮水和海浪翻湧沖刷海灘時，會發出震撼的聲響。 由於受到風化和海水侵蝕的作用，三仙台風景區內，有許多造型奇特的岩石，精彩珍貴的海蝕地形，值得仔細欣賞。 由三仙台向西望去是多層的海階，成階的台地，是農耕集中利用的地區。
"
三仙台風景區,“東海岸最熱門的風景區”,"
三仙台島的地質屬於都巒山集塊岩，原來是一處岬角，因海水侵蝕逐漸斷了岬角頸部，而成了離岸島。過去想參訪三仙台的遊客只能利用退潮時，涉水而過，1987年完成了八拱跨海步橋，它的波浪造型，宛如一條巨龍伏臥海上，銜接三仙台和本島，已成為東海岸極為著名的地標。 三仙台全島面積約22公頃，最高點海拔約77公尺，設有環島步道，悠閒流覽約需2小時。。島的四周珊瑚礁環繞，由於強烈的風化和海蝕作用，讓島上除了仙劍峽、合歡洞等與三仙台故事有關的天然奇景外，還且散布著海蝕溝、壺穴、海蝕柱、海蝕凹壁等海蝕景觀，登島遊覽頗富尋幽訪勝之趣。 生態景觀豐富的三仙台，因人為干擾少，島上處處可見林投、台灣海棗、白水木、濱刀豆等濱海植物，是研究海岸植物生態的重要據點，並被列為自然保護區。島的南端到基翬一帶海域，有美麗的珊瑚礁和熱帶魚群，是花東海岸線海底景觀最美的地方。
"
鐵花村,“充滿希望”,"
從鐵道藝術村延伸到鐵花村音樂聚落的彩繪天燈，不只是裝置藝術，更是殺相機記憶體的好地方！滿滿的天燈～讓遊客拍著拍著，都感覺到幸福洋溢了！
"
鐵花村,“非常好玩”,"
有飲料、音樂、藝品可以享受。每當無聊時，都會不經意地走路到鐵花村。漂亮的燈籠、充滿自然元素的工藝品。是我喜歡的
"
鐵花村,“造訪台東必去景點”,"
就在車站鬧區旁，假日有小農市集。尤其是每晚的音樂會，一定要去！少少的門票費，大大的音樂享受，原民歌手太棒了！
"
鐵花村,“音樂和文藝的集合地”,"
雖然只是一個飯後的小散步，但這裡的確讓人難以忘懷。你想不到在蟲鳴鳥叫環繞的台東居然可以有這樣一個文創聖地，手作藝品和音樂創作者在這個地方就像扎了根的大樹一樣自然且融入。欣賞表演時還可以啜飲手上的小酒，這樣的夜生活在其他大都市裡並不多見。人們在這裡放鬆暢遊後的疲累。如果你在台東玩到累了，這裡絕對是你犯後的散步選擇。
"
鐵花村,“越來越好!”,"
被特別的裝置藝術包圍，每晚都有特色市集和音樂表演，週遭也有很多景點可以走走逛逛，是個很適合體驗台東慵懶放鬆氣氛的好地方
"
鐵花村,"“音樂,散步,享受”","
常常有音樂表演我很喜歡,去的時候道路都掛著畫的燈籠非常可愛,但是前往的時候可以先查詢一下表演時間,才不會撲空沒看到表演哦來台東一定要來!
"
鐵花村,“音樂饗宴”,"
這裡的市集很有趣，很多和大自然結合的手工藝品，也有很多推廣回歸大自然的老闆，親切地介紹他的產品和用心，鐵花村的音樂也很棒喔，來自各個地方的獨立音樂人在此發揮長才，晚間的休閒好去處!還可以散步!
"
鐵花村,“慵懶氣息”,"
跨年夜來到鐵花村，一邊聽原住民朋友優美的歌聲，一邊喝著啤酒， 身體整個放鬆，適合背包客及三五好友相聚的地方!!　
"
鐵花村,“掛滿希望的小天燈”,"
去鐵花村散步時，剛好遇到掛滿手繪的小天燈打開電源，整個鐵花村充滿了希望與愛的感覺，令人忍不住拿起相機拼命拍照。
"
鐵花村,“鐵花村”,"
整個散發出很悠閒的氣氛，雖然規模上以及周遭沒辦法跟其他的例如松山文創園區之類的相比，畢竟才剛發展沒多久而已，但是感覺上確好很多，少了許多店家，卻多了許多人情味。
"
鐵花村,“好評被放大了”,"
其實是還不錯的地方，但沒有社群網站所說的那麽有趣。地方很小，附近的環境其實十分淩亂。台東縣政府應該可以多花點經費把周邊儘快地整理好，特別是綠化和施工的管理，否則，很快可能會變成一個像夜市般的普通景點。如果要和花蓮市新近啓用的舊酒廠文化園區比較，鐵花村需要大大加強。
"
鐵花村,“台東指標”,"
許多文創藝術家都會在此擺攤，基金會本身也常規劃許多活動在此進行，這裡已經成為台東的地標，來到台東一定要來感受當地文化的事物與氛圍。
"
鐵花村,“熱氣球　起飛啦”,"
充滿熱情　色彩繽紛　熱鬧的鐵花村彩繪熱氣球高高掛慢慢走一顆顆趣味盎然的彩繪氣球有童趣　有純真　有創意能讓你流連忘返　會心一笑的地方除了視覺享受隨時傳來的歌聲也讓你擁有聽覺享受..
"
鐵花村,“藝術展演市集”,"
暑假期間天天都有不同的驚喜，或藝術展演或流行歌手的音樂或原住民歌手的渾厚嗓音，或有機市集讓你大肆採買健康的食物，在這哩，點杯飲品聽聽音樂逛逛街～　好愜意呀
"
鐵花村,“期待周邊新風貌 可以碰撞出更棒的火花”,"
仰望專屬【台東】純淨無暇星空 坐在草地上聆聽在地素人所呈現的傑出舞台 鐵花村已不是一個區區的景點可以概括而定，這裡真的是一個很棒的人文與藝術的場所，雖然村長常自調侃 他應該是全台佔地最小的村長吧！但因他認真的為這邊在地的素人*樂團發聲提供場地結合許多藝文，人文 還有慢市集和diy教室真的很敬佩這群這些在背後默默耕耘的工作人員們！期許周邊的改造完工後 能帶領在地的人文藝術夥伴們 碰撞出更好更美的火花！
"
鐵花村,“鐵花特調”,"
鐵花特調，一個讓你有驚喜的地方，永遠不會曉得今天誰彈誰唱，很free，讓我覺得幸運的是，今天鐵花特調的主唱是胡德夫老師，何德何能可以再這樣的氣氛下聽老師唱歌，根本賺到。
"
鐵花村,“類似松山菸廠”,"
有點學松菸但學得不好，裡面店家不多也沒什麼展覽。設施復原的工很粗，連不是專業的一看都看的出來。還有很多閒置空間，不過散散步到不錯。
"
鐵花村,“隨著音樂起舞、感受台東的人文氣息”,"
來台東怎麼能不到鐵花村聆聽現場音樂演出呢？不管你認不認識表演者，買票進場就對了，保證會有滿滿的收穫!
"
鐵花村,“台東年青人的音樂、藝術及文化交流地”,"
我們看了台東的地標性景點、看了台東的自然風貌、也看了台東繁華的一面。晚飯之後，朋友就帶我們去體驗台東年青的一面。在秀泰廣場晚飯後，朋友帶我們去漫步，她帶我們去一個叫《鐵花村》的地方。《鐵花村》，是一個小型的墟市，集文藝，年青人創作藝術，年青原住民的創作為主題，當中，有不是很有創意的精品及傢具設計的小店，也有帶有原住特色的小手藝店，也有一個室內的音樂空間，讓年青人發展所長。室外，也有一個大型的草地舞台，亦可以讓音樂人、藝術人，作公開的表演。是一個把年青台東人思潮散發的集中地，也是給年青原住民把他們的民族色彩重新包裝宣揚的好地方，這《鐵花村》，把一班年青而有獨特思念的人聚集一起，利用藝術同音樂，增添了台東市的活力。
"
鐵花村,“文創聚集”,"
不同季節都有著不同的表演與當地的手做與文創作品的展出給予遠道而來的旅客與當地的工作著有個可以交流的地方
"
鐵花村,“晚上去很有氣氛”,"
文創小物及在地食物有些很特別,剛好有遇到樂團表演,雖然沒花錢買票進去聽,但因為是半開放空間,在逛的時候,也可以順便欣賞,離台東誠品也很近,可以順便逛一下
"
鐵花村,“音樂與文藝聚集的角落”,"
結合了台東在地的有機農物與文創作品的展售再加上來自各地的音樂聚集在台東市的舊鐵道與誠品書局旁的大樹綠草間,利用假日時光來個精彩的藝文饗宴是到台東一定要去的地方
"
鐵花村,“臺東國際光點”,"
鐵花村為觀光局「國際光點計畫」的第一個正式營運據點，由臺東音樂人和藝術工作者共同打造的音樂聚落及在地發芽的慢市集，可說是臺東的音樂集散地，如茵的草地，高大的老樹，散發一股自在、悠然的氣息。
"
鐵花村,“很特別的地方”,"
鐵花村在台東誠品書局的附近，常常在假日會有二手市集、慢市集，也會常常有很特別的人，在這裡擺攤子，雖然地方不大，不過幾乎天天也會有人在此表演，我喜歡這裡。
"
鐵花村,“有著濃濃人文氣息的地方”,"
第二次到鐵花村，看著不同的特色店家賣力地解䆁自己的創作理想，有一種台灣向上的感動。如果有空更可以點杯飲料聽聽不同的創作音樂，作為一天的結束。
"
鐵花村,“感覺很悠閒的大片草地空間”,"
下午去的時候，只看見一大片草地，有人正在修草皮，草地上一大群鳥自由自在地覓食，一點也不怕人，這大概只有台東才能看到的景象吧，整個感覺很悠閒。
"
鐵花村,“鐵花村與台東舊站”,"
鐵花村所在就是台東火車站的舊址，那有鐵路東拓前的小叮噹柴油普通列車的靜態展示，還有一組転車台，但台東縣政府旅遊相關單位及鐵路局都沒能善理管理推廣，十分可惜！
"
東部海岸國家風景區,“夜訪小野柳”,"
‪#‎夜訪小野柳‬ 的行程，一路上天氣時而放晴時而漂雨，但很幸運的走完行程;夜訪小野柳的活動今年是第四年，時間在每年的104.5.1-10-31報名方式089-281530，集合地點在小野柳遊憩咖啡吧;晚間的生態導覽相當深度與豐富，認識了石岩的形成，及海邊花卉植物還可以看到許多夜間會出現的小動物，非常精彩有趣，很適合帶小朋友來探訪^_^
"
東部海岸國家風景區,“壯闊的海岸線”,"
美好的的海洋風光，海岸線的自然民情與原住民族的率真風格，尤其是比西裡岸，可愛的漂流木傳奇社區，值得造訪，幾米兔前的超迷你原民熱炒，老闆手藝好，食物鮮美，價格實惠
"
東部海岸國家風景區,“海闊天空”,"
來到東部海岸線，盡收眼裡的是大海，藍天白雲，真的讓人感到放鬆，看了心情非常好，讓人難以忘懷。如果在搭配海岸邊的民宿，無時無刻都能看到大海，真的是一大享受啊！
"
